Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
PSO_RandomForest,0.5533326086956559,0.9729433841304423,0.9863789252262248,0.986569142683937,98.6569142683937
PSO_GradientBoosting,0.6285373291059146,1.3199778420729718,1.148902886267143,0.9817785553132762,98.17785553132762
PSO_DeepNeuralNetwork,0.2614213296641472,0.38368296772340593,0.6194214782548357,0.9947035035356119,99.47035035356119
