Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
AIS_RandomForest,0.5533326086956559,0.9729433841304423,0.9863789252262248,0.986569142683937,98.6569142683937
AIS_GradientBoosting,0.6285373291059146,1.3199778420729718,1.148902886267143,0.9817785553132762,98.17785553132762
AIS_DeepNeuralNetwork,0.1820587676504384,0.11033128417315059,0.33216153325325104,0.9984769476216214,99.84769476216215
