Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
QPSO_RandomForest,0.5533326086956559,0.9729433841304423,0.9863789252262248,0.986569142683937,98.6569142683937
QPSO_GradientBoosting,0.6285373291059146,1.3199778420729718,1.148902886267143,0.9817785553132762,98.17785553132762
QPSO_DeepNeuralNetwork,0.2477096804328586,0.315296694100584,0.5615128619191051,0.9956475320355089,99.5647532035509
