Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
RandomForest,0.8011021739130482,2.2837480582608785,1.5112074835246412,0.9684743276776058,96.84743276776058
GradientBoosting,0.8193718102450976,2.378374253865388,1.542197864693564,0.9671680739404863,96.71680739404863
DeepNeuralNetwork,1.5531395157523777,12.463262684576799,3.5303346420101307,0.8279526789127942,82.79526789127942
