Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
GA_RandomForest,0.5533326086956559,0.9729433841304423,0.9863789252262248,0.986569142683937,98.6569142683937
GA_GradientBoosting,0.6285373291059146,1.3199778420729718,1.148902886267143,0.9817785553132762,98.17785553132762
GA_DeepNeuralNetwork,0.3624688801558121,0.3132329452101785,0.5596721765553283,0.9956760207608915,99.56760207608914
