Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
BA_RandomForest,0.5533326086956559,0.9729433841304423,0.9863789252262248,0.986569142683937,98.6569142683937
BA_GradientBoosting,0.6285373291059146,1.3199778420729718,1.148902886267143,0.9817785553132762,98.17785553132762
BA_DeepNeuralNetwork,0.26225601507269836,0.2941606458243236,0.5423657860008535,0.9959393015806378,99.59393015806378
